ParticipantId,chatbot_conversation_history_personalization,search_history_personalization,email_personalization,device_personalization,chatbot_conversation_history_valuation,search_history_valuation,email_valuation,device_valuation,search_engine_history,popularity_history,content_mod_history,product_recs_history,concerned_pc,trust_pc,privacy_important_pc,concerns_gpt_pc,private_gpt_pc,inaccurate_info_concern,not_understanding_what_AI_can_do_concern,misused_concern,Usage,year_start_using,account_type,role,location,purpose,content,consent,anonymity,privacy,appropriate_score,concern_score
857,0,0,0,0,0,0,0,0,0,0,0,0,100,10,100,100,0,100,100,100,Monthly,2023 or earlier,ChatGPT Plus,an insurance company,the US,fighting terrorism,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,not anonymized,automatically removed,0,100
858,71,28,31,58,54,44,23,50,76,100,76,96,73,34,100,55,75,57,74,42,Weekly,2023 or earlier,ChatGPT Free Subscription,a university computer science researcher,the US,personalizing advertising,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,anonymized,not removed,64,29
859,100,45,5,15,100,45,5,25,80,5,40,0,100,15,100,90,15,100,40,100,Weekly,2024,ChatGPT Free Subscription,a big tech company,the US,fighting terrorism,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,anonymized,not removed,0,100
860,39,20,6,0,37,29,15,0,40,19,19,55,66,71,80,55,44,68,59,78,Weekly,2024,ChatGPT Free Subscription,an insurance company,the US,studying AI risks to society,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,not anonymized,automatically removed,4,97
861,91,64,37,41,100,92,59,58,81,28,40,58,62,46,74,46,76,61,65,63,Less than Monthly,2024,ChatGPT Free Subscription,a hospital,the European Union,creating a public dataset for AI research,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,anonymized,automatically removed,69,16
862,90,70,40,18,100,80,30,18,61,30,15,60,60,40,70,30,30,80,60,90,Weekly,2023 or earlier,ChatGPT Free Subscription,an insurance company,the European Union,studying AI risks to society,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,anonymized,automatically removed,71,36
863,60,50,50,50,83,86,86,85,50,50,50,50,85,65,81,60,60,70,65,65,Daily,2023 or earlier,ChatGPT Free Subscription,a big tech company,the US,studying AI risks to society,Your conversations with ChatGPT about your personal health and wellness,asked for consent in advance of the data being collected,anonymized,not removed,80,80
864,83,8,18,14,68,7,28,16,7,0,5,4,76,39,79,76,91,93,100,58,Weekly,2023 or earlier,ChatGPT Plus,a government agency,the US,training future AI models,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,anonymized,automatically removed,35,97
865,70,5,0,0,0,0,0,0,20,0,30,10,90,80,100,100,0,80,50,100,Less than Monthly,2024,No Account,a charitable foundation,the US,personalizing advertising,All of your conversations with ChatGPT,not informed that your data was collected,anonymized,automatically removed,0,60
866,92,56,0,0,63,65,0,0,73,2,62,76,100,21,100,95,7,65,59,100,Weekly,2024,ChatGPT Free Subscription,a university social science researcher,the European Union,studying AI risks to society,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,not anonymized,not removed,11,78
867,100,20,100,0,100,0,100,0,100,100,100,100,100,15,78,80,11,62,61,71,Monthly,2024,No Account,a university social science researcher,the European Union,fighting terrorism,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,not anonymized,not removed,37,64
868,25,25,0,5,10,10,0,10,15,0,0,0,100,80,100,100,20,95,95,100,Weekly,2023 or earlier,ChatGPT Free Subscription,a big tech company,China,fighting terrorism,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,anonymized,automatically removed,0,100
869,70,40,30,30,70,50,40,40,70,40,60,60,60,40,80,30,80,30,70,20,Daily,2024,ChatGPT Free Subscription,a university computer science researcher,the European Union,assessing mental health,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,anonymized,not removed,40,30
870,87,62,32,49,84,70,74,83,25,4,67,25,39,39,96,34,17,90,30,97,Weekly,2023 or earlier,ChatGPT Free Subscription,a university social science researcher,the European Union,training future AI models,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,automatically removed,0,100
871,100,100,100,100,100,100,100,100,100,0,0,100,66,37,65,19,85,69,22,26,Daily,2023 or earlier,ChatGPT Plus,an insurance company,the US,training future AI models,Your conversations with ChatGPT about your personal health and wellness,asked for consent in advance of the data being collected,anonymized,not removed,71,21
872,75,20,20,25,20,10,5,0,65,30,80,60,75,30,90,30,80,15,90,85,Weekly,2024,ChatGPT Free Subscription,a hospital,the US,creating a public dataset for AI research,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,not anonymized,automatically removed,25,20
873,65,50,40,40,60,40,40,40,40,55,55,60,75,75,100,65,70,60,60,61,Monthly,2023 or earlier,ChatGPT Free Subscription,a hospital,the European Union,assessing mental health,All of your conversations with ChatGPT,informed that your data was collected,anonymized,automatically removed,20,90
874,81,20,0,10,50,0,0,0,61,0,0,64,62,60,78,56,56,77,65,82,Weekly,2024,ChatGPT Free Subscription,a university computer science researcher,China,fighting terrorism,Your conversations with ChatGPT about your personal health and wellness,asked for consent in advance of the data being collected,not anonymized,not removed,0,94
875,10,0,0,0,10,0,0,0,0,0,0,0,80,40,90,80,10,60,61,60,Less than Monthly,2025,ChatGPT Free Subscription,a university computer science researcher,the European Union,predicting human behavior,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,anonymized,not removed,0,100
876,100,40,0,0,90,40,0,0,50,0,0,70,90,80,100,70,60,55,80,75,Daily,2024,ChatGPT Free Subscription,a hospital,the European Union,fighting terrorism,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,anonymized,automatically removed,70,40
877,8,3,0,0,15,13,19,10,59,70,63,31,68,77,65,74,71,69,85,69,Weekly,2024,ChatGPT Free Subscription,a charitable foundation,the European Union,training future AI models,Your conversations with ChatGPT about your personal health and wellness,asked for consent in advance of the data being collected,anonymized,not removed,9,90
878,62,62,32,61,90,90,46,60,50,32,34,33,75,10,76,81,30,60,62,67,Weekly,2024,ChatGPT Free Subscription,a big tech company,China,improving user experience with AI,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,anonymized,automatically removed,50,40
879,80,0,100,5,100,5,55,0,100,0,75,10,65,80,100,15,55,100,100,25,Monthly,2024,ChatGPT Free Subscription,a university social science researcher,the European Union,fighting terrorism,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,anonymized,not removed,10,95
880,74,35,14,15,70,60,39,26,70,4,0,10,22,40,72,30,20,72,88,75,Daily,2023 or earlier,ChatGPT Plus,a big tech company,the US,personalizing advertising,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,automatically removed,20,72
881,65,0,0,63,100,100,100,100,62,14,69,59,100,55,100,100,0,90,71,100,Daily,2024,ChatGPT Plus,an insurance company,China,personalizing advertising,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,automatically removed,0,100
882,77,76,24,21,76,77,24,18,70,0,0,72,77,54,73,62,61,84,66,72,Weekly,2024,No Account,a university social science researcher,China,fighting terrorism,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,not anonymized,not removed,0,76
883,57,59,57,59,58,64,60,67,51,54,72,53,58,62,68,55,55,57,61,59,Weekly,2023 or earlier,ChatGPT Free Subscription,a hospital,the US,assessing mental health,All of your conversations with ChatGPT,not informed that your data was collected,anonymized,automatically removed,64,68
884,0,100,0,0,100,100,0,0,100,0,0,100,100,50,100,100,50,50,100,100,Daily,2023 or earlier,ChatGPT Free Subscription,a university computer science researcher,the US,personalizing advertising,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,anonymized,not removed,100,0
885,73,32,8,40,78,30,17,29,27,36,46,53,95,85,81,90,15,100,100,100,Less than Monthly,2025,No Account,a charitable foundation,the US,improving user experience with AI,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,anonymized,automatically removed,0,96
886,50,82,66,50,85,92,62,45,100,100,100,100,75,50,100,50,90,85,100,24,Daily,2023 or earlier,ChatGPT Free Subscription,a university social science researcher,the European Union,predicting human behavior,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,not anonymized,automatically removed,54,54
887,0,0,0,0,0,0,0,0,0,0,0,0,100,10,100,100,0,92,94,80,Monthly,2023 or earlier,ChatGPT Plus,a charitable foundation,the US,predicting human behavior,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,anonymized,automatically removed,0,0
888,75,75,75,100,100,100,100,100,50,0,0,100,80,0,100,100,0,60,80,0,Daily,2023 or earlier,ChatGPT Plus,a university social science researcher,the US,assessing mental health,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,not anonymized,automatically removed,0,100
889,60,30,5,5,70,35,5,5,60,0,10,30,80,40,90,20,30,40,75,70,Monthly,2024,ChatGPT Free Subscription,a hospital,the European Union,creating a public dataset for AI research,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,not anonymized,not removed,70,35
890,64,63,0,0,83,82,0,0,70,0,0,58,100,30,100,25,0,71,24,82,Less than Monthly,2025,ChatGPT Free Subscription,a university social science researcher,the European Union,improving user experience with AI,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,not removed,20,100
891,20,0,0,5,20,5,20,15,10,0,10,0,100,20,100,100,20,100,85,90,Weekly,2023 or earlier,ChatGPT Free Subscription,an insurance company,China,personalizing advertising,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,not anonymized,not removed,10,90
892,73,71,0,0,100,74,0,0,66,0,0,63,100,0,100,100,20,89,74,84,Monthly,2024,ChatGPT Free Subscription,a big tech company,China,fighting terrorism,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,anonymized,not removed,10,84
